timestamp,anchor_id,true_distance,measured_distance,dir_x,dir_y,dir_z
2026-05-16T12:08:37.684Z,3,0.500,0.5855,,,
2026-05-16T12:08:37.865Z,3,0.500,0.6041,,,
2026-05-16T12:08:38.008Z,3,0.500,0.5900,,,
2026-05-16T12:08:38.170Z,3,0.500,0.5996,,,
2026-05-16T12:08:38.332Z,3,0.500,0.5855,,,
2026-05-16T12:08:38.494Z,3,0.500,0.5996,,,
2026-05-16T12:08:38.665Z,3,0.500,0.5759,,,
2026-05-16T12:08:38.818Z,3,0.500,0.5807,,,
2026-05-16T12:08:38.979Z,3,0.500,0.5948,,,
2026-05-16T12:08:39.164Z,3,0.500,0.5759,,,
2026-05-16T12:08:39.305Z,3,0.500,0.5996,,,
2026-05-16T12:08:39.465Z,3,0.500,0.5807,,,
2026-05-16T12:08:39.628Z,3,0.500,0.5807,,,
2026-05-16T12:08:39.789Z,3,0.500,0.5900,,,
2026-05-16T12:08:39.964Z,3,0.500,0.5759,,,
2026-05-16T12:08:40.114Z,3,0.500,0.5948,,,
2026-05-16T12:08:40.276Z,3,0.500,0.5759,,,
2026-05-16T12:08:40.463Z,3,0.500,0.5948,,,
2026-05-16T12:08:40.600Z,3,0.500,0.5996,,,
2026-05-16T12:08:40.764Z,3,0.500,0.5948,,,
2026-05-16T12:08:40.924Z,3,0.500,0.5807,,,
2026-05-16T12:08:41.085Z,3,0.500,0.5855,,,
2026-05-16T12:08:41.265Z,3,0.500,0.5900,,,
2026-05-16T12:08:41.411Z,3,0.500,0.5807,,,
2026-05-16T12:08:41.571Z,3,0.500,0.5807,,,
2026-05-16T12:08:41.734Z,3,0.500,0.6041,,,
2026-05-16T12:08:41.895Z,3,0.500,0.5807,,,
2026-05-16T12:08:42.064Z,3,0.500,0.5948,,,
2026-05-16T12:08:42.220Z,3,0.500,0.5900,,,
2026-05-16T12:08:42.382Z,3,0.500,0.5714,,,
2026-05-16T12:08:42.566Z,3,0.500,0.5900,,,
2026-05-16T12:08:42.706Z,3,0.500,0.5759,,,
2026-05-16T12:08:42.867Z,3,0.500,0.5807,,,
2026-05-16T12:08:43.030Z,3,0.500,0.5714,,,
2026-05-16T12:08:43.191Z,3,0.500,0.5900,,,
2026-05-16T12:08:43.363Z,3,0.500,0.5759,,,
2026-05-16T12:08:43.516Z,3,0.500,0.5714,,,
2026-05-16T12:08:43.678Z,3,0.500,0.5714,,,
2026-05-16T12:08:43.863Z,3,0.500,0.5900,,,
2026-05-16T12:08:44.002Z,3,0.500,0.5855,,,
2026-05-16T12:08:44.164Z,3,0.500,0.5948,,,
2026-05-16T12:08:44.326Z,3,0.500,0.5855,,,
2026-05-16T12:08:44.488Z,3,0.500,0.5855,,,
2026-05-16T12:08:44.664Z,3,0.500,0.5621,,,
2026-05-16T12:08:44.813Z,3,0.500,0.5996,,,
2026-05-16T12:08:44.973Z,3,0.500,0.5714,,,
2026-05-16T12:08:45.136Z,3,0.500,0.5714,,,
2026-05-16T12:08:45.298Z,3,0.500,0.5666,,,
2026-05-16T12:08:45.464Z,3,0.500,0.5807,,,
2026-05-16T12:08:45.622Z,3,0.500,0.5666,,,
2026-05-16T12:08:45.784Z,3,0.500,0.5807,,,
2026-05-16T12:08:45.964Z,3,0.500,0.5714,,,
2026-05-16T12:08:46.108Z,3,0.500,0.5807,,,
2026-05-16T12:08:46.269Z,3,0.500,0.5855,,,
2026-05-16T12:08:46.432Z,3,0.500,0.5525,,,
2026-05-16T12:08:46.594Z,3,0.500,0.5714,,,
2026-05-16T12:08:46.763Z,3,0.500,0.5759,,,
2026-05-16T12:08:46.918Z,3,0.500,0.5855,,,
2026-05-16T12:08:47.080Z,3,0.500,0.5807,,,
2026-05-16T12:08:47.266Z,3,0.500,0.5621,,,
