timestamp,anchor_id,true_distance,measured_distance,dir_x,dir_y,dir_z
2026-05-16T12:09:17.535Z,3,1.000,1.0445,,,
2026-05-16T12:09:17.698Z,3,1.000,1.0679,,,
2026-05-16T12:09:17.864Z,3,1.000,1.0727,,,
2026-05-16T12:09:18.021Z,3,1.000,1.0772,,,
2026-05-16T12:09:18.184Z,3,1.000,1.0538,,,
2026-05-16T12:09:18.365Z,3,1.000,1.0820,,,
2026-05-16T12:09:18.507Z,3,1.000,1.0820,,,
2026-05-16T12:09:18.669Z,3,1.000,1.0586,,,
2026-05-16T12:09:18.833Z,3,1.000,1.0727,,,
2026-05-16T12:09:18.995Z,3,1.000,1.0867,,,
2026-05-16T12:09:19.165Z,3,1.000,1.0727,,,
2026-05-16T12:09:19.317Z,3,1.000,1.0586,,,
2026-05-16T12:09:19.479Z,3,1.000,1.0445,,,
2026-05-16T12:09:19.664Z,3,1.000,1.0493,,,
2026-05-16T12:09:19.804Z,3,1.000,1.0867,,,
2026-05-16T12:09:19.966Z,3,1.000,1.0772,,,
2026-05-16T12:09:20.127Z,3,1.000,1.0679,,,
2026-05-16T12:09:20.289Z,3,1.000,1.0631,,,
2026-05-16T12:09:20.464Z,3,1.000,1.0586,,,
2026-05-16T12:09:20.613Z,3,1.000,1.0586,,,
2026-05-16T12:09:20.775Z,3,1.000,1.0679,,,
2026-05-16T12:09:20.964Z,3,1.000,1.0493,,,
2026-05-16T12:09:21.100Z,3,1.000,1.0960,,,
2026-05-16T12:09:21.265Z,3,1.000,1.0727,,,
2026-05-16T12:09:21.424Z,3,1.000,1.0493,,,
2026-05-16T12:09:21.585Z,3,1.000,1.0538,,,
2026-05-16T12:09:21.764Z,3,1.000,1.0772,,,
2026-05-16T12:09:21.909Z,3,1.000,1.0631,,,
2026-05-16T12:09:22.071Z,3,1.000,1.0538,,,
2026-05-16T12:09:22.235Z,3,1.000,1.0631,,,
2026-05-16T12:09:22.395Z,3,1.000,1.0586,,,
2026-05-16T12:09:22.564Z,3,1.000,1.0445,,,
2026-05-16T12:09:22.719Z,3,1.000,1.0493,,,
2026-05-16T12:09:22.882Z,3,1.000,1.0679,,,
2026-05-16T12:09:23.065Z,3,1.000,1.0820,,,
2026-05-16T12:09:23.206Z,3,1.000,1.0631,,,
2026-05-16T12:09:23.368Z,3,1.000,1.0679,,,
2026-05-16T12:09:23.530Z,3,1.000,1.0538,,,
2026-05-16T12:09:23.691Z,3,1.000,1.0586,,,
2026-05-16T12:09:23.865Z,3,1.000,1.0586,,,
2026-05-16T12:09:24.015Z,3,1.000,1.0631,,,
2026-05-16T12:09:24.177Z,3,1.000,1.0631,,,
2026-05-16T12:09:24.364Z,3,1.000,1.0820,,,
2026-05-16T12:09:24.503Z,3,1.000,1.0867,,,
2026-05-16T12:09:24.665Z,3,1.000,1.0538,,,
2026-05-16T12:09:24.825Z,3,1.000,1.0820,,,
2026-05-16T12:09:24.987Z,3,1.000,1.0631,,,
2026-05-16T12:09:25.163Z,3,1.000,1.0820,,,
2026-05-16T12:09:25.311Z,3,1.000,1.0679,,,
2026-05-16T12:09:25.473Z,3,1.000,1.0960,,,
2026-05-16T12:09:25.637Z,3,1.000,1.0679,,,
2026-05-16T12:09:25.797Z,3,1.000,1.0586,,,
2026-05-16T12:09:25.964Z,3,1.000,1.0586,,,
2026-05-16T12:09:26.121Z,3,1.000,1.0631,,,
2026-05-16T12:09:26.283Z,3,1.000,1.0538,,,
2026-05-16T12:09:26.466Z,3,1.000,1.0493,,,
2026-05-16T12:09:26.607Z,3,1.000,1.0631,,,
2026-05-16T12:09:26.770Z,3,1.000,1.0538,,,
2026-05-16T12:09:26.932Z,3,1.000,1.0727,,,
2026-05-16T12:09:27.093Z,3,1.000,1.0727,,,
