timestamp,anchor_id,true_distance,measured_distance,dir_x,dir_y,dir_z
2026-05-16T12:04:35.301Z,2,4.000,4.1081,,,
2026-05-16T12:04:35.476Z,2,4.000,4.0892,,,
2026-05-16T12:04:35.626Z,2,4.000,4.0940,,,
2026-05-16T12:04:35.787Z,2,4.000,4.0940,,,
2026-05-16T12:04:35.949Z,2,4.000,4.0940,,,
2026-05-16T12:04:36.112Z,2,4.000,4.0610,,,
2026-05-16T12:04:36.285Z,2,4.000,4.0847,,,
2026-05-16T12:04:36.435Z,2,4.000,4.0940,,,
2026-05-16T12:04:36.597Z,2,4.000,4.0610,,,
2026-05-16T12:04:36.785Z,2,4.000,4.0751,,,
2026-05-16T12:04:36.921Z,2,4.000,4.0658,,,
2026-05-16T12:04:37.085Z,2,4.000,4.0658,,,
2026-05-16T12:04:37.247Z,2,4.000,4.0565,,,
2026-05-16T12:04:37.408Z,2,4.000,4.0892,,,
2026-05-16T12:04:37.588Z,2,4.000,4.0940,,,
2026-05-16T12:04:37.731Z,2,4.000,4.0565,,,
2026-05-16T12:04:37.894Z,2,4.000,4.0847,,,
2026-05-16T12:04:38.056Z,2,4.000,4.0751,,,
2026-05-16T12:04:38.217Z,2,4.000,4.0940,,,
2026-05-16T12:04:38.384Z,2,4.000,4.0799,,,
2026-05-16T12:04:38.541Z,2,4.000,4.0751,,,
2026-05-16T12:04:38.703Z,2,4.000,4.0940,,,
2026-05-16T12:04:38.885Z,2,4.000,4.0940,,,
2026-05-16T12:04:39.028Z,2,4.000,4.1033,,,
2026-05-16T12:04:39.189Z,2,4.000,4.0940,,,
2026-05-16T12:04:39.352Z,2,4.000,4.0985,,,
2026-05-16T12:04:39.513Z,2,4.000,4.0799,,,
2026-05-16T12:04:39.685Z,2,4.000,4.0799,,,
2026-05-16T12:04:39.838Z,2,4.000,4.0847,,,
2026-05-16T12:04:40.000Z,2,4.000,4.0751,,,
2026-05-16T12:04:40.186Z,2,4.000,4.0799,,,
2026-05-16T12:04:40.323Z,2,4.000,4.0940,,,
2026-05-16T12:04:40.485Z,2,4.000,4.0892,,,
2026-05-16T12:04:40.648Z,2,4.000,4.0799,,,
2026-05-16T12:04:40.809Z,2,4.000,4.0892,,,
2026-05-16T12:04:40.985Z,2,4.000,4.1033,,,
2026-05-16T12:04:41.133Z,2,4.000,4.0985,,,
2026-05-16T12:04:41.297Z,2,4.000,4.0985,,,
2026-05-16T12:04:41.457Z,2,4.000,4.0610,,,
2026-05-16T12:04:41.619Z,2,4.000,4.0751,,,
2026-05-16T12:04:41.785Z,2,4.000,4.0985,,,
2026-05-16T12:04:41.944Z,2,4.000,4.0940,,,
2026-05-16T12:04:42.105Z,2,4.000,4.0892,,,
2026-05-16T12:04:42.285Z,2,4.000,4.1033,,,
2026-05-16T12:04:42.430Z,2,4.000,4.0940,,,
2026-05-16T12:04:42.592Z,2,4.000,4.1033,,,
2026-05-16T12:04:42.753Z,2,4.000,4.0940,,,
2026-05-16T12:04:42.915Z,2,4.000,4.0940,,,
2026-05-16T12:04:43.085Z,2,4.000,4.0799,,,
2026-05-16T12:04:43.240Z,2,4.000,4.1081,,,
2026-05-16T12:04:43.401Z,2,4.000,4.0940,,,
2026-05-16T12:04:43.585Z,2,4.000,4.0847,,,
2026-05-16T12:04:43.725Z,2,4.000,4.0799,,,
2026-05-16T12:04:43.888Z,2,4.000,4.0847,,,
2026-05-16T12:04:44.049Z,2,4.000,4.0892,,,
2026-05-16T12:04:44.211Z,2,4.000,4.0799,,,
2026-05-16T12:04:44.384Z,2,4.000,4.0847,,,
2026-05-16T12:04:44.535Z,2,4.000,4.0847,,,
2026-05-16T12:04:44.698Z,2,4.000,4.0751,,,
2026-05-16T12:04:44.885Z,2,4.000,4.0847,,,
