timestamp,anchor_id,true_distance,measured_distance,dir_x,dir_y,dir_z
2026-05-16T12:01:37.103Z,2,1.000,1.0772,,,
2026-05-16T12:01:37.285Z,2,1.000,1.0867,,,
2026-05-16T12:01:37.426Z,2,1.000,1.0820,,,
2026-05-16T12:01:37.590Z,2,1.000,1.0820,,,
2026-05-16T12:01:37.751Z,2,1.000,1.0631,,,
2026-05-16T12:01:37.913Z,2,1.000,1.0772,,,
2026-05-16T12:01:38.087Z,2,1.000,1.0912,,,
2026-05-16T12:01:38.236Z,2,1.000,1.0820,,,
2026-05-16T12:01:38.399Z,2,1.000,1.0772,,,
2026-05-16T12:01:38.586Z,2,1.000,1.0867,,,
2026-05-16T12:01:38.722Z,2,1.000,1.0727,,,
2026-05-16T12:01:38.887Z,2,1.000,1.0772,,,
2026-05-16T12:01:39.048Z,2,1.000,1.0960,,,
2026-05-16T12:01:39.208Z,2,1.000,1.0493,,,
2026-05-16T12:01:39.386Z,2,1.000,1.0538,,,
2026-05-16T12:01:39.533Z,2,1.000,1.0820,,,
2026-05-16T12:01:39.695Z,2,1.000,1.0631,,,
2026-05-16T12:01:39.856Z,2,1.000,1.0352,,,
2026-05-16T12:01:40.018Z,2,1.000,1.0912,,,
2026-05-16T12:01:40.186Z,2,1.000,1.0679,,,
2026-05-16T12:01:40.343Z,2,1.000,1.0679,,,
2026-05-16T12:01:40.504Z,2,1.000,1.0727,,,
2026-05-16T12:01:40.686Z,2,1.000,1.0820,,,
2026-05-16T12:01:40.828Z,2,1.000,1.0586,,,
2026-05-16T12:01:40.991Z,2,1.000,1.0820,,,
2026-05-16T12:01:41.152Z,2,1.000,1.0727,,,
2026-05-16T12:01:41.315Z,2,1.000,1.0631,,,
2026-05-16T12:01:41.486Z,2,1.000,1.0820,,,
2026-05-16T12:01:41.639Z,2,1.000,1.0867,,,
2026-05-16T12:01:41.800Z,2,1.000,1.0960,,,
2026-05-16T12:01:41.986Z,2,1.000,1.0586,,,
2026-05-16T12:01:42.124Z,2,1.000,1.0772,,,
2026-05-16T12:01:42.288Z,2,1.000,1.0820,,,
2026-05-16T12:01:42.450Z,2,1.000,1.0679,,,
2026-05-16T12:01:42.610Z,2,1.000,1.0772,,,
2026-05-16T12:01:42.786Z,2,1.000,1.0867,,,
2026-05-16T12:01:42.935Z,2,1.000,1.0727,,,
2026-05-16T12:01:43.096Z,2,1.000,1.0586,,,
2026-05-16T12:01:43.258Z,2,1.000,1.0727,,,
2026-05-16T12:01:43.420Z,2,1.000,1.0867,,,
2026-05-16T12:01:43.588Z,2,1.000,1.0912,,,
2026-05-16T12:01:43.744Z,2,1.000,1.0679,,,
2026-05-16T12:01:43.906Z,2,1.000,1.0867,,,
2026-05-16T12:01:44.086Z,2,1.000,1.0445,,,
2026-05-16T12:01:44.230Z,2,1.000,1.0820,,,
2026-05-16T12:01:44.392Z,2,1.000,1.0679,,,
2026-05-16T12:01:44.554Z,2,1.000,1.0867,,,
2026-05-16T12:01:44.718Z,2,1.000,1.0631,,,
2026-05-16T12:01:44.886Z,2,1.000,1.0493,,,
2026-05-16T12:01:45.040Z,2,1.000,1.0727,,,
2026-05-16T12:01:45.202Z,2,1.000,1.0912,,,
2026-05-16T12:01:45.386Z,2,1.000,1.0493,,,
2026-05-16T12:01:45.528Z,2,1.000,1.0820,,,
2026-05-16T12:01:45.688Z,2,1.000,1.0352,,,
2026-05-16T12:01:45.852Z,2,1.000,1.0631,,,
2026-05-16T12:01:46.012Z,2,1.000,1.0867,,,
2026-05-16T12:01:46.186Z,2,1.000,1.0493,,,
2026-05-16T12:01:46.336Z,2,1.000,1.0772,,,
2026-05-16T12:01:46.498Z,2,1.000,1.0727,,,
2026-05-16T12:01:46.686Z,2,1.000,1.0820,,,
