timestamp,anchor_id,true_distance,measured_distance,dir_x,dir_y,dir_z
2026-05-16T12:02:16.792Z,2,2.000,2.0611,,,
2026-05-16T12:02:16.954Z,2,2.000,2.0470,,,
2026-05-16T12:02:17.116Z,2,2.000,2.0422,,,
2026-05-16T12:02:17.287Z,2,2.000,2.0611,,,
2026-05-16T12:02:17.440Z,2,2.000,2.0563,,,
2026-05-16T12:02:17.603Z,2,2.000,2.0470,,,
2026-05-16T12:02:17.788Z,2,2.000,2.0374,,,
2026-05-16T12:02:17.926Z,2,2.000,2.0749,,,
2026-05-16T12:02:18.088Z,2,2.000,2.0470,,,
2026-05-16T12:02:18.250Z,2,2.000,2.0374,,,
2026-05-16T12:02:18.412Z,2,2.000,2.0374,,,
2026-05-16T12:02:18.586Z,2,2.000,2.0515,,,
2026-05-16T12:02:18.737Z,2,2.000,2.0611,,,
2026-05-16T12:02:18.898Z,2,2.000,2.0704,,,
2026-05-16T12:02:19.086Z,2,2.000,2.0329,,,
2026-05-16T12:02:19.222Z,2,2.000,2.0515,,,
2026-05-16T12:02:19.386Z,2,2.000,2.0329,,,
2026-05-16T12:02:19.546Z,2,2.000,2.0704,,,
2026-05-16T12:02:19.708Z,2,2.000,2.0515,,,
2026-05-16T12:02:19.887Z,2,2.000,2.0515,,,
2026-05-16T12:02:20.034Z,2,2.000,2.0515,,,
2026-05-16T12:02:20.194Z,2,2.000,2.0329,,,
2026-05-16T12:02:20.356Z,2,2.000,2.0329,,,
2026-05-16T12:02:20.518Z,2,2.000,2.0374,,,
2026-05-16T12:02:20.687Z,2,2.000,2.0422,,,
2026-05-16T12:02:20.842Z,2,2.000,2.0470,,,
2026-05-16T12:02:21.005Z,2,2.000,2.0329,,,
2026-05-16T12:02:21.188Z,2,2.000,2.0611,,,
2026-05-16T12:02:21.328Z,2,2.000,2.0470,,,
2026-05-16T12:02:21.489Z,2,2.000,2.0236,,,
2026-05-16T12:02:21.652Z,2,2.000,2.0470,,,
2026-05-16T12:02:21.814Z,2,2.000,2.0563,,,
2026-05-16T12:02:21.987Z,2,2.000,2.0749,,,
2026-05-16T12:02:22.139Z,2,2.000,2.0374,,,
2026-05-16T12:02:22.300Z,2,2.000,2.0515,,,
2026-05-16T12:02:22.485Z,2,2.000,2.0470,,,
2026-05-16T12:02:22.625Z,2,2.000,2.0611,,,
2026-05-16T12:02:22.789Z,2,2.000,2.0236,,,
2026-05-16T12:02:22.948Z,2,2.000,2.0470,,,
2026-05-16T12:02:23.110Z,2,2.000,2.0563,,,
2026-05-16T12:02:23.287Z,2,2.000,2.0656,,,
2026-05-16T12:02:23.434Z,2,2.000,2.0563,,,
2026-05-16T12:02:23.596Z,2,2.000,2.0563,,,
2026-05-16T12:02:23.758Z,2,2.000,2.0422,,,
2026-05-16T12:02:23.921Z,2,2.000,2.0515,,,
2026-05-16T12:02:24.086Z,2,2.000,2.0563,,,
2026-05-16T12:02:24.244Z,2,2.000,2.0374,,,
2026-05-16T12:02:24.407Z,2,2.000,2.0515,,,
2026-05-16T12:02:24.586Z,2,2.000,2.0236,,,
2026-05-16T12:02:24.730Z,2,2.000,2.0611,,,
2026-05-16T12:02:24.891Z,2,2.000,2.0515,,,
2026-05-16T12:02:25.054Z,2,2.000,2.0422,,,
2026-05-16T12:02:25.216Z,2,2.000,2.0749,,,
2026-05-16T12:02:25.384Z,2,2.000,2.0515,,,
2026-05-16T12:02:25.541Z,2,2.000,2.0563,,,
2026-05-16T12:02:25.702Z,2,2.000,2.0374,,,
2026-05-16T12:02:25.887Z,2,2.000,2.0422,,,
2026-05-16T12:02:26.026Z,2,2.000,2.0329,,,
2026-05-16T12:02:26.187Z,2,2.000,2.0374,,,
2026-05-16T12:02:26.350Z,2,2.000,2.0281,,,
