timestamp,anchor_id,true_distance,measured_distance,dir_x,dir_y,dir_z
2026-05-16T11:43:33.438Z,1,5.000,5.1477,,,
2026-05-16T11:43:33.600Z,1,5.000,5.1477,,,
2026-05-16T11:43:33.762Z,1,5.000,5.1525,,,
2026-05-16T11:43:33.925Z,1,5.000,5.1666,,,
2026-05-16T11:43:34.096Z,1,5.000,5.1384,,,
2026-05-16T11:43:34.250Z,1,5.000,5.1525,,,
2026-05-16T11:43:34.411Z,1,5.000,5.1525,,,
2026-05-16T11:43:34.596Z,1,5.000,5.1618,,,
2026-05-16T11:43:34.734Z,1,5.000,5.1525,,,
2026-05-16T11:43:34.896Z,1,5.000,5.1525,,,
2026-05-16T11:43:35.058Z,1,5.000,5.1525,,,
2026-05-16T11:43:35.220Z,1,5.000,5.1432,,,
2026-05-16T11:43:35.396Z,1,5.000,5.1573,,,
2026-05-16T11:43:35.544Z,1,5.000,5.1618,,,
2026-05-16T11:43:35.706Z,1,5.000,5.1666,,,
2026-05-16T11:43:35.869Z,1,5.000,5.1852,,,
2026-05-16T11:43:36.030Z,1,5.000,5.1477,,,
2026-05-16T11:43:36.196Z,1,5.000,5.1477,,,
2026-05-16T11:43:36.354Z,1,5.000,5.1714,,,
2026-05-16T11:43:36.518Z,1,5.000,5.1618,,,
2026-05-16T11:43:36.696Z,1,5.000,5.1714,,,
2026-05-16T11:43:36.841Z,1,5.000,5.1666,,,
2026-05-16T11:43:37.002Z,1,5.000,5.1432,,,
2026-05-16T11:43:37.165Z,1,5.000,5.1618,,,
2026-05-16T11:43:37.326Z,1,5.000,5.1573,,,
2026-05-16T11:43:37.496Z,1,5.000,5.1666,,,
2026-05-16T11:43:37.651Z,1,5.000,5.1618,,,
2026-05-16T11:43:37.813Z,1,5.000,5.1573,,,
2026-05-16T11:43:37.996Z,1,5.000,5.1525,,,
2026-05-16T11:43:38.136Z,1,5.000,5.1432,,,
2026-05-16T11:43:38.298Z,1,5.000,5.1432,,,
2026-05-16T11:43:38.462Z,1,5.000,5.1714,,,
2026-05-16T11:43:38.622Z,1,5.000,5.1573,,,
2026-05-16T11:43:38.795Z,1,5.000,5.1477,,,
2026-05-16T11:43:38.946Z,1,5.000,5.1432,,,
2026-05-16T11:43:39.108Z,1,5.000,5.1384,,,
2026-05-16T11:43:39.270Z,1,5.000,5.1618,,,
2026-05-16T11:43:39.432Z,1,5.000,5.1432,,,
2026-05-16T11:43:39.597Z,1,5.000,5.1525,,,
2026-05-16T11:43:39.756Z,1,5.000,5.1618,,,
2026-05-16T11:43:39.919Z,1,5.000,5.1339,,,
2026-05-16T11:43:40.096Z,1,5.000,5.1432,,,
2026-05-16T11:43:40.242Z,1,5.000,5.1384,,,
2026-05-16T11:43:40.404Z,1,5.000,5.1477,,,
2026-05-16T11:43:40.566Z,1,5.000,5.1384,,,
2026-05-16T11:43:40.728Z,1,5.000,5.1432,,,
2026-05-16T11:43:40.895Z,1,5.000,5.1477,,,
2026-05-16T11:43:41.054Z,1,5.000,5.1199,,,
2026-05-16T11:43:41.214Z,1,5.000,5.1573,,,
2026-05-16T11:43:41.395Z,1,5.000,5.1618,,,
2026-05-16T11:43:41.538Z,1,5.000,5.1199,,,
2026-05-16T11:43:41.700Z,1,5.000,5.1666,,,
2026-05-16T11:43:41.862Z,1,5.000,5.1384,,,
2026-05-16T11:43:42.024Z,1,5.000,5.1477,,,
2026-05-16T11:43:42.200Z,1,5.000,5.1525,,,
2026-05-16T11:43:42.350Z,1,5.000,5.1618,,,
2026-05-16T11:43:42.510Z,1,5.000,5.1618,,,
2026-05-16T11:43:42.694Z,1,5.000,5.1666,,,
2026-05-16T11:43:42.834Z,1,5.000,5.1477,,,
2026-05-16T11:43:42.996Z,1,5.000,5.1618,,,
